,Rank_Times,RankO,Master_col,Name_Times,Ranking_Agency_Times,Year,Region_Times,No..of.FTE.Students,No..of.students.per.staff,International.Students,Female_Ratio,Male_Ratio,Overall_Times,Teaching,Research,Citations,Industry.Income,International.Outlook,Name_QS,Ranking_Agency_QS,Region_QS,Rank_QS,Classification_Size,Classification_Focus,Classification_Res,Classification_Age,Academic_Reputation_Score,Academic_Reputation_rank,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Employer_Reputation_rank,Faculty_Student_Score,Faculty_Student_Rank,Faculty_Student_rank,Citations_per_Faculty_Score,Citations_per_Faculty_rank,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_rank,International_Faculty_Rank,International_Students_Score,International_Students_rank,International_Students_Rank,Overall_QS,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
270,351,351–400,University of Oregon,University of Oregon,Times,2022,United States,"22,034",10.5,8%,54%,46%,44.1 - 46.0,31,21.5,85.3,36.4,35.3,University of Oregon,QS,United States,102,L,CO,VH,5,17,494,494,12.5,501+,501,18.2,601+,601,27,476,476,2.7,601,601+,10.8,601,601+,NA,99,99,USNews,University of Oregon,,public,61,61,3.5,121,85%,67%,74%,7,64%,232,216,37%,21%,17,17 to 1,178,1090,1290,26%,83%,135,6%
271,351,351–400,SUNY University at Albany,SUNY University at Albany,Times,2022,United States,"16,110",16.8,9%,55%,45%,44.1 - 46.0,25.2,22.7,84.3,43.5,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,172,USNews,University at Albany--SUNY,,public,53,53,2.9,190,82%,59%,65%,6,64%,33,303,28%,19%,19,19 to 1,195,1080,1240,18%,57%,185,6%
272,351,351–400,Syracuse University,Syracuse University,Times,2022,United States,"20,573",15,21%,53%,47%,44.1 - 46.0,35.4,29.7,69.7,35.8,49.8,Syracuse University,QS,United States,102,L,CO,VH,5,14.1,501,501+,17.5,501+,501,16.1,601+,601,22.3,531,531,1.9,601,601+,45,318,318,NA,59,59,USNews,Syracuse University ,NY,private,68,68,3.5,65,91%,76%,83%,7,80%,127,62,54%,10%,15,15 to 1,107,1160,1370,33%,69%,74,10%
273,351,351–400,University of Texas at Dallas,University of Texas at Dallas,Times,2022,United States,"25,464",22.9,20%,43%,57%,44.1 - 46.0,24.9,28.1,80.6,40.7,56.6,University of Texas Dallas,QS,United States,85,L,FC,VH,4,15.5,501,501+,17.8,498,498,4.8,601+,601,66.7,156,156,2.6,601,601+,46.1,312,312,24.8,136,136,USNews,University of Texas at Dallas,,public,56,56,3,130,89%,70%,72%,2,69%,82,303,23%,28%,23,23 to 1,70,1220,1450,42%,79%,284,3%
274,351,351–400,Washington State University,Washington State University,Times,2022,United States,"29,326",19.3,7%,53%,47%,44.1 - 46.0,31.5,30.9,71.3,50.3,50.1,Washington State University,QS,United States,74,L,FC,VH,5,27,314,314,26.2,373,373,15.1,601+,601,38,364,364,49.4,289,289,7.3,601,601+,27,179,179,USNews,Washington State University,,public,52,52,3.2,225,80%,65%,59%,-6,51%,192,239,34%,19%,16,16 to 1,273,1020,1210,,80%,196,10%
275,401,401–500,University of Alaska Fairbanks,University of Alaska Fairbanks,Times,2022,United States,"3,125",7.8,6%,52%,48%,40.9 - 44.0,27.8,24,73.7,46.9,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299-391,USNews,University of Alaska--Fairbanks,,public,NA,,2.6,NA,74%,61%,40%,NA,,388,NA,,,NA,,NA,1030,1280,,76%,,
276,401,401–500,Colorado School of Mines,Colorado School of Mines,Times,2022,United States,"6,226",17.4,10%,31%,69%,40.9 - 44.0,29.7,27.2,66.3,46.8,39,Colorado School of Mines,QS,United States,82,M,FO,VH,5,8.2,501,501+,10.5,501+,501,28.4,536,536,70.5,135,135,9.1,530,530,15.1,601,601+,25.4,83,83,USNews,Colorado School of Mines,,public,63,63,3.5,75,92%,84%,84%,NA,79%,327,287,31%,26%,17,17 to 1,52,1270,1440,55%,55%,103,7%
277,401,401–500,University of Connecticut,University of Connecticut,Times,2022,United States,"28,024",13.1,12%,52%,48%,40.9 - 44.0,36.6,29.5,61.4,38.2,54.5,University of Connecticut,QS,United States,68,L,FC,VH,5,15.8,501,501+,11.7,501+,501,15.3,601+,601,75.4,114,114,44.9,302,302,31.1,423,423,29.6,63,63,USNews,University of Connecticut,,public,67,67,3.4,54,94%,79%,83%,4,76%,242,87,54%,15%,16,16 to 1,78,1170,1390,51%,56%,70,7%
278,401,401–500,University of Denver,University of Denver,Times,2022,United States,"9,624",12.7,7%,59%,41%,40.9 - 44.0,39.3,23.8,72.2,35.9,27.9,University of Denver,QS,United States,119,M,CO,VH,5,5.6,501,501+,8.8,501+,501,43.3,365,365,16.8,595,595,1.4,601,601+,6.8,601,601+,NA,93,93,USNews,University of Denver,,private,62,62,3.1,106,86%,79%,75%,-4,73%,275,45,55%,6%,11,11 to 1,86,1170,1360,39%,61%,74,8%
279,401,401–500,Georgia State University,Georgia State University,Times,2022,United States,"32,290",15.5,6%,59%,41%,40.9 - 44.0,32.9,25.9,65.8,36,44.5,Georgia State University,QS,United States,119,XL,CO,VH,4,13.1,501,501+,20.9,439,439,5.1,601+,601,35.2,391,391,1.8,601,601+,6.6,601,601+,NA,239,239,USNews,Georgia State University,,public,46,46,2.9,266,80%,53%,53%,NA,54%,11,324,21%,23%,27,27 to 1,345,950,1160,,67%,299,2%
280,401,401–500,Iowa State University,Iowa State University,Times,2022,United States,"31,013",17.9,11%,44%,56%,40.9 - 44.0,34.1,33.6,58.9,51.1,56.3,Iowa State University,QS,United States,86,L,CO,VH,5,19.3,442,442,14.3,501+,501,10.1,601+,601,60.4,201,201,2.5,601,601+,12.4,601,601+,24.1,122,122,USNews,Iowa State University of Sci. and Tech.,,public,58,58,3.2,114,88%,71%,75%,4,63%,312,239,35%,19%,18,18 to 1,168,22,28,14%,88%,173,11%
281,401,401–500,University of Kansas,University of Kansas,Times,2022,United States,"24,581",9.6,9%,53%,47%,40.9 - 44.0,36.4,25,67.3,45.7,48.7,University of Kansas,QS,United States,70,L,FC,VH,5,15.3,501,501+,16.8,501+,501,78.6,145,145,13.3,601,601+,39.5,329,329,11,601,601+,28.8,122,122,USNews,University of Kansas,,public,58,58,3.4,183,85%,71%,63%,-8,46%,375,75,61%,10%,17,17 to 1,120,22,29,31%,91%,89,11%
282,401,401–500,Missouri University of Science and Technology,Missouri University of Science and Technology,Times,2022,United States,"8,898",22.8,11%,23%,77%,40.9 - 44.0,26,26.3,63.7,59.1,64.1,Missouri University of Science and Technology,QS,United States,88,M,CO,VH,5,3.4,501,501+,4.7,501+,501,7.7,601+,601,79.3,101,101,73.1,219,219,11.2,601,601+,NA,179,179,USNews,Missouri University of Science and Technology,,public,52,52,2.8,183,83%,73%,67%,-6,55%,312,157,47%,10%,18,18 to 1,74,25,31,42%,81%,223,10%
283,401,401–500,University of Nebraska-Lincoln,University of Nebraska-Lincoln,Times,2022,United States,"24,563",16.2,11%,48%,52%,40.9 - 44.0,30.9,26.9,62.8,38.6,54.9,University of Nebraska - Lincoln,QS,United States,96,L,CO,VH,5,10.8,501,501+,6.1,501+,501,22.7,601+,601,38.2,361,361,57.5,261,261,20.4,541,541,NA,136,136,USNews,Univ. of Nebraska--Lincoln,,public,56,56,3.2,163,84%,69%,67%,-2,57%,242,255,35%,18%,16,16 to 1,137,22,28,30%,78%,147,16%
284,401,401–500,University of South Carolina-Columbia,University of South Carolina-Columbia,Times,2022,United States,"32,997",15.9,6%,55%,45%,40.9 - 44.0,35.1,27.5,62.5,36.4,46.4,University of South Carolina,QS,United States,98,XL,FC,VH,5,16.4,501,501+,18.8,478,478,12,601+,601,31.2,422,422,25.3,385,385,5,601,601+,NA,117,117,USNews,Univ. of South Carolina,,public,59,59,3.2,100,89%,74%,78%,4,68%,335,206,44%,13%,18,18 to 1,113,1140,1340,28%,68%,205,6%
285,401,401–500,Tulane University,Tulane University,Times,2022,United States,"11,336",8,12%,58%,42%,40.9 - 44.0,40.4,22.6,68.1,36.8,44.4,Tulane University,QS,United States,78,M,FC,VH,5,10.1,501,501+,4.8,501+,501,90.3,83,83,14.3,601,601+,5.3,601,601+,16.5,591,591,26.6,42,42,USNews,Tulane University ,LA,private,73,73,3.6,54,93%,88%,86%,-2,78%,380,25,57%,8%,8,8 to 1,37,30,33,63%,11%,25,16%
286,401,401–500,Wayne State University,Wayne State University,Times,2022,United States,"22,598",11.8,6%,58%,42%,40.9 - 44.0,32.5,18.9,73.1,48.2,36.2,Wayne State University,QS,United States,88,L,FC,VH,5,9.8,501,501+,5.4,501+,501,74.5,165,165,16.3,601,601+,5.2,601,601+,7.3,601,601+,NA,249,249,USNews,Wayne State University ,MI,public,45,45,2.6,298,80%,56%,52%,-4,45%,66,247,27%,14%,16,16 to 1,285,1000,1200,,68%,125,4%
287,501,501–600,American University,American University,Times,2022,United States,"12,683",12,11%,62%,38%,38.1 - 40.8,40.2,17.4,65.4,41.4,34.3,American University,QS,United States,102,M,CO,HI,5,15.9,501,501+,28.9,334,334,34.6,452,452,5.2,601,601+,1.4,601,601+,18.2,562,562,NA,79,79,USNews,American University ,DC,private,64,64,3.3,93,88%,88%,79%,-9,75%,202,37,59%,1%,11,11 to 1,81,1220,1390,35%,39%,89,5%
288,501,501–600,Clark University,Clark University,Times,2022,United States,"3,020",11.4,22%,60%,40%,38.1 - 40.8,23.2,20.9,68.5,34.8,57.1,Clark University,QS,United States,98,S,CO,VH,5,3.6,501,501+,2.2,501+,501,27.5,547,547,42.1,330,330,4.6,601,601+,70.8,189,189,NA,103,103,USNews,Clark University ,MA,private,60,60,2.8,98,87%,77%,75%,-2,75%,139,48,59%,3%,9,9 to 1,100,1150,1350,36%,47%,135,13%
289,501,501–600,Florida International University,Florida International University,Times,2022,United States,"34,729",23,9%,58%,42%,38.1 - 40.8,32.1,27.8,62.4,35.6,40.3,Florida International University,QS,United States,127,XL,FC,HI,4,14.4,501,501+,22.4,419,419,10.5,601+,601,15.2,601,601+,9.4,525,525,15.4,601,601+,NA,162,162,USNews,Florida International University,,public,54,54,2.7,190,90%,53%,66%,13,68%,6,347,35%,16%,23,23 to 1,172,1110,1260,28%,58%,313,5%
290,501,501–600,University of Kentucky,University of Kentucky,Times,2022,United States,"26,483",11.5,4%,56%,44%,38.1 - 40.8,36.8,27.5,56.7,39.2,38.8,University of Kentucky,QS,United States,102,L,FC,VH,5,11.5,501,501+,16.6,501+,501,24.3,590,590,32.6,409,409,6.8,576,576,5.1,601,601+,NA,127,127,USNews,University of Kentucky,,public,57,57,3.2,175,85%,71%,66%,-5,53%,297,176,40%,14%,16,16 to 1,124,22,29,33%,96%,59,9%
291,501,501–600,Mizzou - University of Missouri,Mizzou - University of Missouri,Times,2022,United States,"25,147",11.8,5%,54%,46%,38.1 - 40.8,36.3,26,56.3,39.4,43.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,501,501–600,University of Montana,University of Montana,Times,2022,United States,"7,962",14.9,2%,57%,43%,38.1 - 40.8,35.1,20.6,64,35.6,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,277,USNews,University of Montana,,public,43,43,2.8,315,71%,60%,48%,-12,37%,369,189,59%,8%,18,18 to 1,224,20,27,16%,96%,185,8%
293,501,501–600,University of Nebraska Medical Center,University of Nebraska Medical Center,Times,2022,United States,"3,146",2.1,7%,68%,32%,38.1 - 40.8,35.3,12.3,71.5,38.7,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,501,501–600,New Jersey Institute of Technology,New Jersey Institute of Technology,Times,2022,United States,"9,447",14.3,26%,26%,74%,38.1 - 40.8,21.4,19.8,61.8,38.5,85.5,New Jersey Institute of Technology (NJIT),QS,United States,114,M,CO,VH,5,4.5,501,501+,8.7,501+,501,15.1,601+,601,25.5,489,489,47.1,293,293,74.2,174,174,NA,103,103,USNews,New Jersey Inst. of Technology,,public,60,60,2.9,159,88%,62%,70%,8,64%,66,97,35%,2%,15,15 to 1,94,1200,1390,36%,66%,103,9%
295,501,501–600,Northern Arizona University,Northern Arizona University,Times,2022,United States,"30,512",26.9,5%,62%,38%,38.1 - 40.8,22,15.1,86.3,35.4,35.1,Northern Arizona University,QS,United States,152,L,CO,HI,5,6.8,501,501+,6.1,501+,501,5.9,601+,601,12.4,601,601+,1.3,601,601+,5,601,601+,NA,288,288,USNews,Northern Arizona University,,public,42,42,2.6,274,76%,58%,57%,-1,50%,153,377,22%,19%,22,22 to 1,238,19,25,22%,82%,313,2%
296,501,501–600,Oklahoma State University,Oklahoma State University,Times,2022,United States,"21,626",14.8,6%,50%,50%,38.1 - 40.8,29.6,20.3,67.5,38.1,45.6,Oklahoma State University,QS,United States,127,L,FC,HI,5,9.9,501,501+,10.9,501+,501,14.8,601+,601,16.4,600,600,40.6,325,325,9.5,601,601+,NA,187,187,USNews,Oklahoma State University,,public,51,51,2.9,200,83%,66%,64%,-2,51%,327,247,37%,20%,18,18 to 1,158,21,27,29%,67%,205,9%
297,501,501–600,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Times,2022,United States,"7,800",15.6,20%,32%,68%,38.1 - 40.8,30.2,27.9,52.2,52,57.4,Rensselaer Polytechnic Institute,QS,United States,76,M,CO,VH,5,9.2,501,501+,7.9,501+,501,26.7,557,557,69.7,143,143,1.8,601,601+,57,248,248,26.8,55,55,USNews,Rensselaer Polytechnic Inst. ,NY,private,69,69,3.6,54,92%,88%,87%,-1,82%,256,32,45%,12%,14,14 to 1,49,1300,1500,55%,57%,64,10%
298,501,501–600,Saint Louis University,Saint Louis University,Times,2022,United States,"10,742",7.1,7%,60%,40%,38.1 - 40.8,37.8,16,61.5,37.3,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,103,USNews,Saint Louis University,,private,60,60,3.1,93,90%,79%,80%,1,67%,357,157,42%,9%,9,9 to 1,81,25,31,39%,56%,89,9%
299,601,601–800,The University of Alabama,The University of Alabama,Times,2022,United States,"35,800",21.6,4%,56%,44%,32.0 - 37.9,27,18.8,59,36.3,30.1,The University of Alabama,QS,United States,127,XL,CO,VH,5,9.4,501,501+,27.7,355,355,6,601+,601,14.5,601,601+,1.8,601,601+,4,601,601+,NA,148,148,USNews,University of Alabama,,public,55,55,3.1,130,87%,77%,72%,-5,56%,385,255,36%,22%,20,20 to 1,91,23,31,45%,80%,267,21%
300,601,601–800,University of Alabama in Huntsville,University of Alabama in Huntsville,Times,2022,United States,"8,258",18.1,6%,45%,55%,32.0 - 37.9,23.2,20.4,53.9,72,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263,USNews,University of Alabama--Huntsville,,public,44,44,2.5,260,83%,68%,57%,-11,48%,357,303,31%,9%,19,19 to 1,86,24,31,33%,77%,196,1%
301,601,601–800,University of Arkansas,University of Arkansas,Times,2022,United States,"25,527",20,5%,53%,47%,32.0 - 37.9,28.5,27.6,45.1,38.1,30.1,University of Arkansas Fayetteville,QS,United States,152,L,FO,VH,5,7.6,501,501+,6.5,501+,501,7.2,601+,601,12.4,601,601+,2.1,601,601+,4.8,601,601+,NA,162,162,USNews,University of Arkansas,,public,54,54,3,175,84%,71%,68%,-3,54%,380,189,47%,17%,19,19 to 1,124,23,29,29%,78%,185,16%
302,601,601–800,Auburn University,Auburn University,Times,2022,United States,"27,469",18.8,10%,50%,50%,32.0 - 37.9,31.1,22.7,47.5,41.8,48.1,Auburn University,QS,United States,127,L,CO,VH,4,7.2,501,501+,11.4,501+,501,7.8,601+,601,22.6,527,527,2,601,601+,11.2,601,601+,NA,99,99,USNews,Auburn University ,AL,public,61,61,3.3,93,91%,76%,78%,2,66%,380,176,35%,16%,20,20 to 1,86,25,31,34%,85%,163,14%
303,601,601–800,University of Central Florida,University of Central Florida,Times,2022,United States,"61,044",36.3,4%,56%,44%,32.0 - 37.9,27.2,28.6,56.6,45.5,34.5,University of Central Florida,QS,United States,119,XL,FC,VH,4,15.3,501,501+,24.9,391,391,3.5,601+,601,26.5,480,480,5.9,594,594,5.1,601,601+,NA,148,148,USNews,University of Central Florida,,public,55,55,2.9,117,91%,66%,74%,8,72%,51,364,28%,25%,31,31 to 1,107,1160,1340,35%,45%,342,5%
304,601,601–800,University of Houston,University of Houston,Times,2022,United States,"47,002",26.6,8%,51%,49%,32.0 - 37.9,33.1,25.8,50,36.6,43.5,University of Houston,QS,United States,114,XL,CO,VH,4,14.9,501,501+,16.5,501+,501,4.8,601+,601,40.4,343,343,2.3,601,601+,10.8,601,601+,NA,179,179,USNews,University of Houston,,public,52,52,2.9,214,85%,61%,62%,1,61%,39,343,24%,27%,23,23 to 1,144,1120,1310,33%,63%,257,8%
305,601,601–800,University of Idaho,University of Idaho,Times,2022,United States,"9,565",15.8,8%,49%,51%,32.0 - 37.9,29.2,21.8,47.1,36.5,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,179,USNews,University of Idaho,,public,52,52,2.7,240,79%,59%,59%,NA,54%,59,75,65%,7%,16,16 to 1,265,990,1220,18%,74%,147,8%
306,601,601–800,Lehigh University,Lehigh University,Times,2022,United States,"6,400",10.7,19%,45%,55%,32.0 - 37.9,28.8,21.3,53.4,38,65,Lehigh University,QS,United States,90,M,CO,VH,5,6,501,501+,6.6,501+,501,35.8,438,438,44.9,314,314,15.1,456,456,43,332,332,NA,49,49,USNews,Lehigh University ,PA,private,70,70,3.3,39,94%,86%,88%,2,88%,275,34,47%,8%,9,9 to 1,49,1260,1433,66%,50%,52,13%
307,601,601–800,Louisiana State University,Louisiana State University,Times,2022,United States,"28,656",19.9,6%,53%,47%,32.0 - 37.9,32.6,23.3,49.4,36.1,39,Louisiana State University,QS,United States,127,XL,CO,VH,5,9.9,501,501+,12.6,501+,501,6.2,601+,601,32,415,415,4,601,601+,4.6,601,601+,NA,172,172,USNews,Louisiana State University--Baton Rouge,,public,53,53,2.9,175,84%,69%,70%,1,57%,335,255,37%,22%,22,22 to 1,133,23,28,24%,73%,205,11%
308,601,601–800,"University of Maryland, Baltimore County","University of Maryland, Baltimore County",Times,2022,United States,"11,663",17.1,9%,45%,55%,32.0 - 37.9,23.5,23.8,61.2,35.7,38.3,"University of Maryland, Baltimore County",QS,United States,119,M,FC,HI,4,11.4,501,501+,7.3,501+,501,14.2,601+,601,27.6,467,467,15.4,449,449,13.1,601,601+,NA,162,162,USNews,Univ. of Maryland--Baltimore County,,public,54,54,3,152,87%,68%,70%,2,65%,232,287,36%,14%,17,17 to 1,137,1150,1350,22%,69%,205,3%
309,601,601–800,University of Missouri-St Louis,University of Missouri-St Louis,Times,2022,United States,"6,639",15.7,5%,58%,42%,32.0 - 37.9,29.6,18.9,53.5,44.9,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,239,USNews,Univ. of Missouri--St. Louis,,public,46,46,2.5,274,77%,59%,56%,-3,46%,100,216,55%,7%,19,19 to 1,154,21,27,38%,58%,284,5%
310,601,601–800,Montana State University,Montana State University,Times,2022,United States,"14,153",17.6,3%,47%,53%,32.0 - 37.9,20.5,18.3,66.2,43.9,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263,USNews,Montana State University,,public,44,44,2.6,266,77%,67%,56%,-11,43%,351,278,47%,12%,17,17 to 1,158,21,28,20%,81%,196,7%
311,601,601–800,Northern Illinois University,Northern Illinois University,Times,2022,United States,"14,266",15.5,6%,51%,49%,32.0 - 37.9,27,16.2,50,35.6,48.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299-391,USNews,Northern Illinois University,,public,NA,,2.5,NA,74%,51%,48%,NA,38%,132,NA,46%,10%,NA,,NA,900,1140,14%,59%,,3%
312,601,601–800,Ohio University (Main campus),Ohio University (Main campus),Times,2022,United States,"23,940",21.7,4%,56%,44%,32.0 - 37.9,30.4,18.7,48.8,36.7,31.2,Ohio University,QS,United States,152,L,FC,HI,5,9.2,501,501+,12.7,501+,501,6.4,601+,601,18,575,575,2,601,601+,4.5,601,601+,NA,179,179,USNews,Ohio University,,public,52,52,3,190,81%,62%,66%,4,55%,265,287,33%,11%,16,16 to 1,191,21,26,20%,87%,234,3%
313,601,601–800,University of Rhode Island,University of Rhode Island,Times,2022,United States,"16,615",15.2,3%,57%,43%,32.0 - 37.9,23.3,17.4,66.2,34.9,43,University of Rhode Island,QS,United States,152,L,CO,HI,5,4.8,501,501+,3.5,501+,501,9.9,601+,601,17.1,586,586,2.5,601,601+,2.9,601,601+,NA,34,34,USNews,University of Rochester ,NY,private,77,77,3.5,43,95%,89%,86%,-3,84%,179,18,79%,8%,9,9 to 1,37,1310,1500,71%,35%,21,20%
314,601,601–800,San Diego State University,San Diego State University,Times,2022,United States,"31,221",28.1,8%,56%,44%,32.0 - 37.9,24.4,11.2,69.5,35.4,34.6,San Diego State University,QS,United States,152,XL,CO,VH,5,4.6,501,501+,4.2,501+,501,3.5,601+,601,23.4,516,516,1.8,601,601+,7.8,601,601+,NA,148,148,USNews,San Diego State University,,public,55,55,3,106,89%,64%,78%,14,74%,66,379,26%,25%,25,25 to 1,154,1090,1300,33%,37%,366,4%
315,601,601–800,Stevens Institute of Technology,Stevens Institute of Technology,Times,2022,United States,"6,265",16.8,34%,29%,71%,32.0 - 37.9,22.5,18.2,62.3,37.4,72.6,Stevens Institute of Technology,QS,United States,114,M,CO,VH,5,2.9,501,501+,3.8,501+,501,6.3,601+,601,37.8,366,366,26,383,383,90.1,107,107,NA,83,83,USNews,Stevens Institute of Technology ,NJ,private,63,63,3,48,94%,87%,88%,1,81%,249,141,35%,14%,12,12 to 1,41,1320,1480,67%,53%,125,14%
316,601,601–800,SUNY Binghamton University,SUNY Binghamton University,Times,2022,United States,"18,442",22.9,12%,50%,50%,32.0 - 37.9,24.6,21.2,59.6,38.5,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,83,USNews,Binghamton University--SUNY,,public,63,63,3,75,91%,76%,82%,6,79%,90,128,46%,15%,19,19 to 1,53,1290,1450,54%,43%,234,5%
317,601,601–800,University of Texas at Arlington,University of Texas at Arlington,Times,2022,United States,"33,391",27.6,12%,60%,40%,32.0 - 37.9,21.6,18.9,54.7,41.6,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,USNews,University of Texas at Arlington,,public,42,42,2.7,298,74%,56%,52%,-4,51%,26,371,29%,30%,24,24 to 1,200,1050,1250,28%,88%,332,1%
318,601,601–800,The University of Texas at San Antonio,The University of Texas at San Antonio,Times,2022,United States,"27,066",25.2,3%,51%,49%,32.0 - 37.9,19.8,20.1,70.3,37.1,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299-391,USNews,University of Texas at San Antonio,,public,NA,,2.7,NA,75%,53%,46%,NA,47%,26,NA,15%,39%,NA,,NA,1020,1210,18%,84%,,4%
319,601,601–800,Texas Tech University,Texas Tech University,Times,2022,United States,"34,018",19.2,8%,47%,53%,32.0 - 37.9,27.9,19.1,48,36.1,52.8,Texas Tech University,QS,United States,127,XL,FC,HI,4,10.8,501,501+,15.2,501+,501,6.7,601+,601,17.7,579,579,5.7,601,601+,7.6,601,601+,NA,213,213,USNews,Texas Tech University,,public,48,48,3,204,86%,64%,63%,-1,57%,265,347,27%,28%,19,19 to 1,195,1070,1240,18%,70%,299,9%
320,601,601–800,University of Toledo,University of Toledo,Times,2022,United States,"18,217",14.9,10%,51%,49%,32.0 - 37.9,32.2,14,48.2,40.5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,299-391,USNews,University of Toledo ,OH,public,NA,,2.4,NA,76%,58%,53%,NA,38%,297,NA,42%,12%,NA,,NA,20,26,23%,95%,,5%
321,601,601–800,University of Wisconsin-Milwaukee,University of Wisconsin-Milwaukee,Times,2022,United States,"19,860",19.1,5%,54%,46%,32.0 - 37.9,22.5,22,59.7,36.9,33.7,University of Wisconsin Milwaukee,QS,United States,127,L,FO,VH,5,8.6,501,501+,4.7,501+,501,11,601+,601,22.2,532,532,2,601,601+,5.4,601,601+,NA,299,299-391,USNews,Univ. of Wisconsin--Milwaukee,,public,NA,,2.9,NA,74%,55%,46%,NA,38%,211,NA,46%,10%,NA,,NA,19,24,12%,97%,,3%
322,601,601–800,Worcester Polytechnic Institute,Worcester Polytechnic Institute,Times,2022,United States,"5,982",12.9,19%,37%,63%,32.0 - 37.9,24.4,19.3,50.1,37,52.6,Worcester Polytechnic Institute,QS,United States,119,M,CO,VH,5,3.8,501,501+,7,501+,501,17.9,601+,601,35.3,390,390,9.6,520,520,33.2,400,400,NA,63,63,USNews,Worcester Polytechnic Inst. ,MA,private,67,67,3.1,36,95%,88%,89%,1,85%,312,31,64%,9%,13,13 to 1,49,1310,1470,56%,59%,81,8%
323,601,601–800,University of Wyoming,University of Wyoming,Times,2022,United States,"10,787",14.7,6%,50%,50%,32.0 - 37.9,30.4,13.4,54.3,36.9,35.8,University of Wyoming,QS,United States,127,M,CO,VH,5,2.4,501,501+,1.8,501+,501,22.1,601+,601,30.2,439,439,2.9,601,601+,5.9,601,601+,NA,196,196,USNews,University of Wyoming,,public,50,50,2.8,240,78%,68%,59%,-9,52%,372,157,46%,11%,14,14 to 1,178,21,28,23%,94%,81,8%
